Time and Date,Electricity:Facility ,Heating:Electricity ,Cooling:Electricity ,InteriorLights:Electricity ,ExteriorLights:Electricity ,InteriorEquipment:Electricity ,Fans:Electricity ,Pumps:Electricity ,Gas:Facility ,Heating:Gas ,WaterSystems:Gas 
 01/01  01:00:00,23217779.57,0,0,1792322.307,9957600,5940057.914,5527799.345,1.45E-05,15917480.54,15845480.54,72000
 01/01  02:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,12213844.13,10542791.57,1671052.56
 01/01  03:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,15132306.63,15060306.63,72000
 01/01  04:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,11334335.41,9663324.107,1671011.299
 01/01  05:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,14447693.75,12776613.1,1671080.647
 01/01  06:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,11178562.23,11106562.23,72000
 01/01  07:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,14335028.23,12664047.55,1670980.68
 01/01  08:00:00,17316168.59,0,0,1792322.307,4978800,5940057.914,4604988.373,1.45E-05,12589085.51,10918024.02,1671061.489
 01/01  09:00:00,13488615.69,0,0,1792322.307,0,5940057.914,5756235.466,1.45E-05,12954152.39,12882152.39,72000
 01/01  10:00:00,12337368.59,0,0,1792322.307,0,5940057.914,4604988.373,1.45E-05,11276857.76,9605778.614,1671079.146
 01/01  11:00:00,13488615.69,0,0,1792322.307,0,5940057.914,5756235.466,1.45E-05,13314130.52,11643082.02,1671048.494
 01/01  12:00:00,12337368.59,0,0,1792322.307,0,5940057.914,4604988.373,1.45E-05,6959999.727,6887999.727,72000
 01/01  13:00:00,13488615.69,0,0,1792322.307,0,5940057.914,5756235.466,1.45E-05,10522585.54,8851600.261,1670985.284
 01/01  14:00:00,12337368.59,0,0,1792322.307,0,5940057.914,4604988.373,1.45E-05,7585594.589,5914556.809,1671037.779
 01/01  15:00:00,13488615.69,0,0,1792322.307,0,5940057.914,5756235.466,1.45E-05,8812352.342,8740352.342,72000
 01/01  16:00:00,12337368.59,0,0,1792322.307,0,5940057.914,4604988.373,1.45E-05,8947917.015,7276825.049,1671091.966
 01/01  17:00:00,16807815.69,0,0,1792322.307,3319200,5940057.914,5756235.466,1.45E-05,13898770.06,12227722.82,1671047.249
 01/01  18:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,8601883.897,8529883.897,72000
 01/01  19:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,12768964.62,11097898.96,1671065.663
 01/01  20:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,11682104.31,10011020.75,1671083.558
 01/01  21:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,13279679.64,13207679.64,72000
 01/01  22:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,13459032.21,11788015.05,1671017.157
 01/01  23:00:00,23446215.69,0,0,1792322.307,9957600,5940057.914,5756235.466,1.45E-05,16503290.22,14832199.28,1671090.936
 01/01  24:00:00,22294968.59,0,0,1792322.307,9957600,5940057.914,4604988.373,1.45E-05,13455366.48,13383366.48,72000
 01/02  01:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,28087866.68,26416770.46,1671096.219
 01/02  02:00:00,24274987.9,0,0,1792322.307,9957600,7920077.219,4604988.373,1.45E-05,19172884.66,19100884.66,72000
 01/02  03:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,20529959.48,18858889.69,1671069.79
 01/02  04:00:00,24274987.9,0,0,1792322.307,9957600,7920077.219,4604988.373,1.45E-05,18217298.69,16546265.66,1671033.031
 01/02  05:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,20175473.72,20103473.72,72000
 01/02  06:00:00,26067310.21,0,0,3584644.615,9957600,7920077.219,4604988.373,1.45E-05,20043089.54,18372045.15,1671044.385
 01/02  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,119710281.8,118039195.9,1671085.925
 01/02  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,104902898.1,103231694.7,1671203.407
 01/02  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,67148958.03,65477657.61,1671300.416
 01/02  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,51517585.17,49846260.9,1671324.261
 01/02  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,37048654.58,35377289.44,1671365.138
 01/02  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,26678965.57,25007558.85,1671406.72
 01/02  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,28407888.42,26736404.26,1671484.156
 01/02  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,24081706.1,22410210.01,1671496.094
 01/02  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,22614402.85,19343782.07,3270620.782
 01/02  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,17139840.46,15468676.78,1671163.686
 01/02  17:00:00,62565729.19,0,0,32261801.53,3319200,17820173.74,9164553.918,1.45E-05,16927565.29,15256180.42,1671384.87
 01/02  18:00:00,46945473.51,0,0,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,34889929.51,33218719.81,1671209.701
 01/02  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,44594716.7,44522716.7,72000
 01/02  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,50391072.99,48719915.74,1671157.253
 01/02  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,54854262.22,53183212.92,1671049.296
 01/02  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,56809506.48,55138492.45,1671014.027
 01/02  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/02  24:00:00,20613710.13,0,0,1792322.307,9957600,7920077.219,943710.6077,1.45E-05,2047357.439,376359.0879,1670998.351
 01/03  01:00:00,21847442.68,0,0,1792322.307,9957600,7920077.219,2177443.154,1.45E-05,2178467.392,507487.5014,1670979.891
 01/03  02:00:00,23971544.75,0,0,1792322.307,9957600,7920077.219,4301545.22,1.45E-05,4031164.251,3959164.251,72000
 01/03  03:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,20775636.1,19104543.07,1671093.036
 01/03  04:00:00,24274987.9,0,0,1792322.307,9957600,7920077.219,4604988.373,1.45E-05,20610947.59,18939838.4,1671109.193
 01/03  05:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,23667959.6,23595959.6,72000
 01/03  06:00:00,26067310.21,0,0,3584644.615,9957600,7920077.219,4604988.373,1.45E-05,25580931.19,23909845.56,1671085.627
 01/03  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,93542437.74,91871322.63,1671115.113
 01/03  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,98683034.06,97011940.14,1671093.924
 01/03  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,65116570,63445380.12,1671189.882
 01/03  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,49261508.64,47590144.16,1671364.478
 01/03  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,34364035.36,32692700.5,1671334.856
 01/03  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,23592601.12,21921203.33,1671397.793
 01/03  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,25441000.4,23769488.83,1671511.574
 01/03  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,19127410.47,17455956.07,1671454.401
 01/03  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,15621470.05,13950134.06,1671335.986
 01/03  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,12247099.33,10575828.8,1671270.534
 01/03  17:00:00,60906129.19,0,0,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,13785379.01,10514657.54,3270721.474
 01/03  18:00:00,46945473.51,0,0,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,28202250.92,26531044.31,1671206.615
 01/03  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,37716943.08,37644943.08,72000
 01/03  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,40829191.02,39158130.25,1671060.766
 01/03  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,41856991.56,40185872.04,1671119.519
 01/03  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,43586483.99,41915423.76,1671060.224
 01/03  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/03  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671037.118,0,1671037.118
 01/04  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671018.765,0,1671018.765
 01/04  02:00:00,20619983.95,0,6273.814189,1792322.307,9957600,7920077.219,943710.6077,1.45E-05,162783.6079,90783.60788,72000
 01/04  03:00:00,22261333.67,0,6277.960647,1792322.307,9957600,7920077.219,2585056.188,1.45E-05,2358145.094,687073.7081,1671071.385
 01/04  04:00:00,25426234.99,0,0,1792322.307,9957600,7920077.219,5756235.466,1.45E-05,5485199.606,3814146.651,1671052.956
 01/04  05:00:00,24274987.9,0,0,1792322.307,9957600,7920077.219,4604988.373,1.45E-05,5783384.474,5711384.474,72000
 01/04  06:00:00,27218557.3,0,0,3584644.615,9957600,7920077.219,5756235.466,1.45E-05,10328436.31,8657447.127,1670989.179
 01/04  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,79536304.66,77865281.36,1671023.307
 01/04  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,73278587.96,73206587.96,72000
 01/04  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,41578732.29,39907495.85,1671236.441
 01/04  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,32731606.5,29460976.35,3270630.144
 01/04  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,23477731.65,21806375.14,1671356.516
 01/04  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,13601114.8,11929708.36,1671406.437
 01/04  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,13593762.8,11922338.18,1671424.624
 01/04  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,12335004.85,10663503.89,1671500.96
 01/04  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,11557586.82,9886240.141,1671346.684
 01/04  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,9127118.747,7455933.874,1671184.873
 01/04  17:00:00,60906129.19,0,0,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,10977656.53,7707104.495,3270552.039
 01/04  18:00:00,46945473.51,0,0,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,22298823.3,22226823.3,72000
 01/04  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,35505351.78,33834144.2,1671207.574
 01/04  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,40919372.54,39248243.29,1671129.246
 01/04  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,45508203.49,43837163.82,1671039.671
 01/04  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,47536494.54,45865372.44,1671122.097
 01/04  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/04  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671091.392,0,1671091.392
 01/05  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671073.319,0,1671073.319
 01/05  02:00:00,22106824.79,0,5043.26058,1792322.307,9957600,7920077.219,2431782.004,1.45E-05,629561.5712,557561.5712,72000
 01/05  03:00:00,24872986.24,0,0,1792322.307,9957600,7920077.219,5202986.709,1.45E-05,5336331.818,3665225.151,1671106.667
 01/05  04:00:00,24828236.66,0,0,1792322.307,9957600,7920077.219,5158237.129,1.45E-05,8295208.579,6624120.493,1671088.086
 01/05  05:00:00,24872986.24,0,0,1792322.307,9957600,7920077.219,5202986.709,1.45E-05,9729100.67,9657100.67,72000
 01/05  06:00:00,26620558.96,0,0,3584644.615,9957600,7920077.219,5158237.129,1.45E-05,14498483.8,12827352.2,1671131.601
 01/05  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,89208285.44,87537201.39,1671084.05
 01/05  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,81637913.15,81565913.15,72000
 01/05  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,50610870.41,48939712.09,1671158.323
 01/05  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,37130802.04,35459437.68,1671364.367
 01/05  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,24933435.06,21662729.3,3270705.76
 01/05  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,13090163.13,11418731.32,1671431.814
 01/05  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,14216162.74,12544815.49,1671347.254
 01/05  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,13054337.07,11382841.33,1671495.746
 01/05  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,11680335.96,10009002.08,1671333.879
 01/05  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,7877936.786,6206613.724,1671323.062
 01/05  17:00:00,60906129.19,0,0,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,6023434.222,4352271.311,1671162.911
 01/05  18:00:00,46948409.58,0,2936.066838,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,21299799.69,19628459.13,1671340.555
 01/05  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,34542260.73,32871041.33,1671219.4
 01/05  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,40380986.65,38709922.25,1671064.398
 01/05  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,44751197.28,43080056.47,1671140.811
 01/05  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,46032775.77,44361716.61,1671059.161
 01/05  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/05  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671029.122,0,1671029.122
 01/06  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671011.214,0,1671011.214
 01/06  02:00:00,20069349.35,0,0,1792322.307,9957600,7920077.219,399349.8192,1.45E-05,276108.8727,204108.8727,72000
 01/06  03:00:00,23907508.15,0,0,1792322.307,9957600,7920077.219,4237508.622,1.45E-05,3803727.397,2132639.438,1671087.958
 01/06  04:00:00,24881874.2,0,0,1792322.307,9957600,7920077.219,5211874.677,1.45E-05,7528839.999,5857793.829,1671046.17
 01/06  05:00:00,24819348.69,0,0,1792322.307,9957600,7920077.219,5149349.161,1.45E-05,7625904.108,7553904.108,72000
 01/06  06:00:00,26674196.51,0,0,3584644.615,9957600,7920077.219,5211874.677,1.45E-05,13473737.78,11802746.05,1670991.731
 01/06  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,88258065.85,86587043,1671022.852
 01/06  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,80821085.85,80749085.85,72000
 01/06  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,48419004.05,46747908.23,1671095.822
 01/06  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,35905133.73,34233831.8,1671301.933
 01/06  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,21847889.8,18577201.29,3270688.517
 01/06  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,9584654.704,7913232.584,1671422.12
 01/06  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,10954185.06,9282896.163,1671288.893
 01/06  14:00:00,59259832.88,0,13303.68986,32261801.53,0,17820173.74,9164553.918,1.45E-05,4838555.195,3167189.403,1671365.793
 01/06  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,2978309.251,1307044.908,1671264.342
 01/06  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,2598022.92,926753.558,1671269.362
 01/06  17:00:00,60906129.19,0,0,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,2590343.733,918971.7881,1671371.945
 01/06  18:00:00,46948213.28,0,2739.768069,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,13666672.86,11995358.45,1671314.407
 01/06  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,22430710.31,20759542.02,1671168.291
 01/06  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,24850408.76,23179236.28,1671172.472
 01/06  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,28204037.62,26532945.78,1671091.841
 01/06  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,30612280.3,28941269.01,1671011.294
 01/06  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/06  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670981.821,0,1670981.821
 01/07  01:00:00,17962160.62,0,0,1792322.307,9957600,5940057.914,272180.3943,1.45E-05,159143.9452,87143.94523,72000
 01/07  02:00:00,18785770.23,0,7068.427568,1792322.307,9957600,5940057.914,1088721.577,1.45E-05,1866488.751,195392.6942,1671096.057
 01/07  03:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671078.245,0,1671078.245
 01/07  04:00:00,18198657.92,0,0,1792322.307,9957600,5940057.914,508677.6998,1.45E-05,154700.9163,82700.91628,72000
 01/07  05:00:00,19444508.95,0,12118.48071,1792322.307,9957600,5940057.914,1742410.246,1.45E-05,1859347.869,188287.2129,1671060.656
 01/07  06:00:00,22326832.45,0,0,1792322.307,9957600,5940057.914,4636852.231,1.45E-05,3671572.837,2000481.556,1671091.281
 01/07  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,75716188.37,75644188.37,72000
 01/07  08:00:00,25648075.75,0,0,3584644.615,4978800,7920077.219,9164553.918,1.45E-05,71215262.24,69544132.12,1671130.119
 01/07  09:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,56786447.53,55115290.66,1671156.874
 01/07  10:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,50345553.88,48674326.12,1671227.76
 01/07  11:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,41228762.15,39557569.58,1671192.565
 01/07  12:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,35168737.84,33497500.53,1671237.312
 01/07  13:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,38175994.58,38103994.58,72000
 01/07  14:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,37416635.03,35745438.57,1671196.459
 01/07  15:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,37581751.36,35910717.74,1671033.617
 01/07  16:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,36614478.68,34943422.96,1671055.723
 01/07  17:00:00,23131188.41,0,0,5376966.922,1659600,6930067.566,9164553.918,1.45E-05,36611101.08,34939930.99,1671170.082
 01/07  18:00:00,26854534.14,0,0,1792322.307,9957600,5940057.914,9164553.918,1.45E-05,42080315.06,42008315.06,72000
 01/07  19:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671091.269,0,1671091.269
 01/07  20:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671113.384,0,1671113.384
 01/07  21:00:00,17944319.07,0,0,1792322.307,9957600,5940057.914,254338.8499,1.45E-05,72000,0,72000
 01/07  22:00:00,22027125.48,0,0,1792322.307,9957600,5940057.914,4337145.258,1.45E-05,4983373.45,3312352.785,1671020.665
 01/07  23:00:00,22901854.9,0,0,1792322.307,9957600,5940057.914,5211874.677,1.45E-05,10194985.73,8523883.75,1671101.983
 01/07  24:00:00,22839329.38,0,0,1792322.307,9957600,5940057.914,5149349.161,1.45E-05,11033928.05,10961928.05,72000
 01/08  01:00:00,22901854.9,0,0,1792322.307,9957600,5940057.914,5211874.677,1.45E-05,16369138.3,14698051,1671087.301
 01/08  02:00:00,22839329.38,0,0,1792322.307,9957600,5940057.914,5149349.161,1.45E-05,14771512.2,13100413.35,1671098.849
 01/08  03:00:00,22901854.9,0,0,1792322.307,9957600,5940057.914,5211874.677,1.45E-05,16097000.62,16025000.62,72000
 01/08  04:00:00,22839329.38,0,0,1792322.307,9957600,5940057.914,5149349.161,1.45E-05,14836077.2,13164992.94,1671084.261
 01/08  05:00:00,22901854.9,0,0,1792322.307,9957600,5940057.914,5211874.677,1.45E-05,19552283.64,17881187.1,1671096.539
 01/08  06:00:00,22839329.38,0,0,1792322.307,9957600,5940057.914,5149349.161,1.45E-05,21678357.58,21606357.58,72000
 01/08  07:00:00,22901854.9,0,0,1792322.307,9957600,5940057.914,5211874.677,1.45E-05,26147570.33,24476484.24,1671086.09
 01/08  08:00:00,17860529.38,0,0,1792322.307,4978800,5940057.914,5149349.161,1.45E-05,24998586.17,23327499.31,1671086.854
 01/08  09:00:00,12944254.9,0,0,1792322.307,0,5940057.914,5211874.677,1.45E-05,28446597.03,28374597.03,72000
 01/08  10:00:00,12881729.38,0,0,1792322.307,0,5940057.914,5149349.161,1.45E-05,22577514.61,20906415.46,1671099.152
 01/08  11:00:00,12944254.9,0,0,1792322.307,0,5940057.914,5211874.677,1.45E-05,15555523.53,15483523.53,72000
 01/08  12:00:00,12881729.38,0,0,1792322.307,0,5940057.914,5149349.161,1.45E-05,9717559.727,8046475.807,1671083.919
 01/08  13:00:00,11404372.91,0,0,1792322.307,0,5940057.914,3671992.688,1.45E-05,4824205.699,3153087.169,1671118.53
 01/08  14:00:00,11513649.63,0,8836.806154,1792322.307,0,5940057.914,3772432.6,1.45E-05,698780.5159,626780.5159,72000
 01/08  15:00:00,8665753.729,0,7504.444305,1792322.307,0,5940057.914,925869.0634,1.45E-05,1720982.931,49871.84441,1671111.087
 01/08  16:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671070.265,0,1671070.265
 01/08  17:00:00,9391980.221,0,0,1792322.307,1659600,5940057.914,0,1.45E-05,72000,0,72000
 01/08  18:00:00,21048122.54,0,2669.151582,1792322.307,9957600,5940057.914,3355473.167,1.45E-05,2967842.285,1296762.013,1671080.272
 01/08  19:00:00,22883900.44,0,0,1792322.307,9957600,5940057.914,5193920.218,1.45E-05,7321067.507,5649972.321,1671095.186
 01/08  20:00:00,22857283.84,0,0,1792322.307,9957600,5940057.914,5167303.621,1.45E-05,11014553.74,10942553.74,72000
 01/08  21:00:00,22883900.44,0,0,1792322.307,9957600,5940057.914,5193920.218,1.45E-05,16988333.05,15317245.69,1671087.36
 01/08  22:00:00,22857283.84,0,0,1792322.307,9957600,5940057.914,5167303.621,1.45E-05,18656584.92,16985495.26,1671089.663
 01/08  23:00:00,22883900.44,0,0,1792322.307,9957600,5940057.914,5193920.218,1.45E-05,19922395.4,19850395.4,72000
 01/08  24:00:00,22857283.84,0,0,1792322.307,9957600,5940057.914,5167303.621,1.45E-05,20078684.57,18407736.02,1670948.543
 01/09  01:00:00,24863919.74,0,0,1792322.307,9957600,7920077.219,5193920.218,1.45E-05,17664389.78,15993296.85,1671092.932
 01/09  02:00:00,24837303.15,0,0,1792322.307,9957600,7920077.219,5167303.621,1.45E-05,15717026.28,15645026.28,72000
 01/09  03:00:00,24863919.74,0,0,1792322.307,9957600,7920077.219,5193920.218,1.45E-05,23312744.11,21641653.35,1671090.759
 01/09  04:00:00,24837303.15,0,0,1792322.307,9957600,7920077.219,5167303.621,1.45E-05,25217717.11,23546730.17,1670986.94
 01/09  05:00:00,24863919.74,0,0,1792322.307,9957600,7920077.219,5193920.218,1.45E-05,24930882.71,24858882.71,72000
 01/09  06:00:00,26629625.45,0,0,3584644.615,9957600,7920077.219,5167303.621,1.45E-05,26605715.2,24934599.9,1671115.303
 01/09  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,122362441.6,120691411,1671030.677
 01/09  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,107617643,107545643,72000
 01/09  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,69525711.83,67854463.56,1671248.264
 01/09  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,55344422.16,52073712.68,3270709.481
 01/09  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,41912503.49,40241178.16,1671325.331
 01/09  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,33659990.67,31988652.64,1671338.028
 01/09  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,33602458.32,31930996.71,1671461.61
 01/09  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,24645301,22974028,1671273
 01/09  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,19303262.93,17631997.44,1671265.498
 01/09  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,12986942.7,11315697.55,1671245.149
 01/09  17:00:00,60906129.19,0,0,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,12618461.08,9347781.905,3270679.177
 01/09  18:00:00,46945473.51,0,0,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,24974361.69,23303268.93,1671092.763
