Time and Date,Electricity:Facility ,Heating:Electricity ,Cooling:Electricity ,InteriorLights:Electricity ,ExteriorLights:Electricity ,InteriorEquipment:Electricity ,Fans:Electricity ,Pumps:Electricity ,Gas:Facility ,Heating:Gas ,WaterSystems:Gas 
 05/23  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671033.521,0,1671033.521
 05/23  05:00:00,19802721.83,0,0,3584644.615,8298000,7920077.219,0,1.45E-05,72000,0,72000
 05/23  06:00:00,21203213.25,0,533937.4944,3584644.615,0,7920077.219,9164553.918,1.45E-05,1671046.876,0,1671046.876
 05/23  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,3084701.973,1413636.309,1671065.663
 05/23  08:00:00,62841001.51,0,3594472.323,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671204.523,0,1671204.523
 05/23  09:00:00,66055187.38,0,6808658.19,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671177.909,0,1671177.909
 05/23  10:00:00,68391480.49,0,9144951.295,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671157.481,0,1671157.481
 05/23  11:00:00,69751168.86,0,10504639.66,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671257.952,0,1671257.952
 05/23  12:00:00,66973911.41,0,9707401.526,32261801.53,0,15840154.44,9164553.918,1.45E-05,1671245.801,0,1671245.801
 05/23  13:00:00,71611481.61,0,12364952.42,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671407.43,0,1671407.43
 05/23  14:00:00,73299218.34,0,14052689.15,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671106.482,0,1671106.482
 05/23  15:00:00,76834517.74,0,17587988.55,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671201.4,0,1671201.4
 05/23  16:00:00,78829841.38,0,19583312.19,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671251.308,0,1671251.308
 05/23  17:00:00,49556201.68,0,12568328.17,17923223.07,0,9900096.523,9164553.918,1.45E-05,1671224.741,0,1671224.741
 05/23  18:00:00,37136417.56,0,9297852.575,10753933.84,0,7920077.219,9164553.918,1.45E-05,72000,0,72000
 05/23  19:00:00,34313924.83,0,6475359.852,10753933.84,0,7920077.219,9164553.918,1.45E-05,1671111.263,0,1671111.263
 05/23  20:00:00,35828067.53,0,3276147.164,7169289.229,8298000,7920077.219,9164553.918,1.45E-05,1671107.004,0,1671107.004
 05/23  21:00:00,36105914.16,0,1894393.791,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,1671009.271,0,1671009.271
 05/23  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/23  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671093.794,0,1671093.794
 05/23  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671053.139,0,1671053.139
 05/24  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/24  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671081.833,0,1671081.833
 05/24  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670970.783,0,1670970.783
 05/24  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/24  05:00:00,19802721.83,0,0,3584644.615,8298000,7920077.219,0,1.45E-05,1671092.015,0,1671092.015
 05/24  06:00:00,21064041.12,0,394765.3693,3584644.615,0,7920077.219,9164553.918,1.45E-05,259060.0234,187060.0234,72000
 05/24  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,3772209.808,2101083.851,1671125.957
 05/24  08:00:00,59607176.74,0,360647.5434,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671254.089,0,1671254.089
 05/24  09:00:00,59694957.18,0,448427.9883,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671304.166,0,1671304.166
 05/24  10:00:00,59731396.05,0,484866.8583,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671275.83,0,1671275.83
 05/24  11:00:00,59770301.79,0,523772.5993,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671324.224,0,1671324.224
 05/24  12:00:00,57602667.2,0,336157.3095,32261801.53,0,15840154.44,9164553.918,1.45E-05,1853506.267,182261.9085,1671244.359
 05/24  13:00:00,59971461.49,0,724932.2957,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671193.392,0,1671193.392
 05/24  14:00:00,60004190.77,0,757661.577,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671284.956,0,1671284.956
 05/24  15:00:00,60103638.93,0,857109.7356,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671156.601,0,1671156.601
 05/24  16:00:00,60156018.05,0,909488.8619,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671322.008,0,1671322.008
 05/24  17:00:00,37043040.24,0,55166.72116,17923223.07,0,9900096.523,9164553.918,1.45E-05,2513606.558,842367.6907,1671238.868
 05/24  18:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,2631750.565,960573.1077,1671177.457
 05/24  19:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,1749985.682,78954.84216,1671030.839
 05/24  20:00:00,32551920.37,0,0,7169289.229,8298000,7920077.219,9164553.918,1.45E-05,2318604.046,647554.9128,1671049.133
 05/24  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,3587083.802,3515083.802,72000
 05/24  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671006.873,0,1671006.873
 05/24  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/24  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671094.123,0,1671094.123
 05/25  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671052.876,0,1671052.876
 05/25  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/25  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671011.466,0,1671011.466
 05/25  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670969.793,0,1670969.793
 05/25  05:00:00,19802721.83,0,0,3584644.615,8298000,7920077.219,0,1.45E-05,72000,0,72000
 05/25  06:00:00,20671079.19,0,1803.441199,3584644.615,0,7920077.219,9164553.918,1.45E-05,42675865.99,41004758.42,1671107.575
 05/25  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,41967794.84,40296694.04,1671100.806
 05/25  08:00:00,59295526.54,0,48997.34921,32261801.53,0,17820173.74,9164553.918,1.45E-05,15897355.43,14226151.98,1671203.448
 05/25  09:00:00,59278006.44,0,31477.24634,32261801.53,0,17820173.74,9164553.918,1.45E-05,5004237.953,3332965.556,1671272.397
 05/25  10:00:00,59278464.91,0,31935.71513,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671140.328,0,1671140.328
 05/25  11:00:00,59308353.04,0,61823.85059,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671219.314,0,1671219.314
 05/25  12:00:00,57301099.76,0,34589.87647,32261801.53,0,15840154.44,9164553.918,1.45E-05,1671424.98,0,1671424.98
 05/25  13:00:00,59941783.23,0,695254.0336,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671343.592,0,1671343.592
 05/25  14:00:00,60653042.38,0,1406513.187,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671274.644,0,1671274.644
 05/25  15:00:00,61179011.07,0,1932481.878,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671174.615,0,1671174.615
 05/25  16:00:00,61980180.29,0,2733651.102,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671196.984,0,1671196.984
 05/25  17:00:00,38024147.81,0,1036274.3,17923223.07,0,9900096.523,9164553.918,1.45E-05,1792084.719,120879.6895,1671205.03
 05/25  18:00:00,28463738.15,0,625173.1691,10753933.84,0,7920077.219,9164553.918,1.45E-05,2076703.314,405584.6521,1671118.662
 05/25  19:00:00,27865091.11,0,26526.13001,10753933.84,0,7920077.219,9164553.918,1.45E-05,355492.5558,283492.5558,72000
 05/25  20:00:00,32551920.37,0,0,7169289.229,8298000,7920077.219,9164553.918,1.45E-05,2027570.894,356470.4317,1671100.463
 05/25  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,1825286.001,154265.8488,1671020.152
 05/25  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/25  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670980.866,0,1670980.866
 05/25  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671068.192,0,1671068.192
 05/26  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/26  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671026.347,0,1671026.347
 05/26  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670984.43,0,1670984.43
 05/26  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/26  05:00:00,19802721.83,0,0,3584644.615,8298000,7920077.219,0,1.45E-05,1671098.465,0,1671098.465
 05/26  06:00:00,20671664.54,0,2388.78798,3584644.615,0,7920077.219,9164553.918,1.45E-05,36073137.81,34402043.15,1671094.653
 05/26  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,37191356.69,37119356.69,72000
 05/26  08:00:00,59298762.15,0,52232.95665,32261801.53,0,17820173.74,9164553.918,1.45E-05,11624814.66,9953741.084,1671073.574
 05/26  09:00:00,59324943.83,0,78414.63855,32261801.53,0,17820173.74,9164553.918,1.45E-05,1906371.474,235127.6701,1671243.804
 05/26  10:00:00,59340408.97,0,93879.78251,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671206.567,0,1671206.567
 05/26  11:00:00,59613200.97,0,366671.7747,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671231.235,0,1671231.235
 05/26  12:00:00,57744280.07,0,477770.1866,32261801.53,0,15840154.44,9164553.918,1.45E-05,1671371.13,0,1671371.13
 05/26  13:00:00,61004013.46,0,1757484.273,32261801.53,0,17820173.74,9164553.918,1.45E-05,3270544.361,0,3270544.361
 05/26  14:00:00,62484149.97,0,3237620.777,32261801.53,0,17820173.74,9164553.918,1.45E-05,72000,0,72000
 05/26  15:00:00,64109377.67,0,4862848.478,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671268.191,0,1671268.191
 05/26  16:00:00,65133297.16,0,5886767.966,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671198.967,0,1671198.967
 05/26  17:00:00,39685890.47,0,2698016.956,17923223.07,0,9900096.523,9164553.918,1.45E-05,1671193.97,0,1671193.97
 05/26  18:00:00,29268800.54,0,1430235.56,10753933.84,0,7920077.219,9164553.918,1.45E-05,1725871.631,54756.74389,1671114.888
 05/26  19:00:00,28305642.21,0,467077.2295,10753933.84,0,7920077.219,9164553.918,1.45E-05,1671128.169,0,1671128.169
 05/26  20:00:00,32551920.37,0,0,7169289.229,8298000,7920077.219,9164553.918,1.45E-05,1757130.062,85985.67285,1671144.389
 05/26  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,72000,0,72000
 05/26  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671040.285,0,1671040.285
 05/26  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671057.308,0,1671057.308
 05/26  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/27  01:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671085.088,0,1671085.088
 05/27  02:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671042.23,0,1671042.23
 05/27  03:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 05/27  04:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671059.532,0,1671059.532
 05/27  05:00:00,16030380.22,0,0,1792322.307,8298000,5940057.914,0,1.45E-05,72000,0,72000
 05/27  06:00:00,20671337.52,0,2061.772897,3584644.615,0,7920077.219,9164553.918,1.45E-05,35421380.82,33750274.41,1671106.41
 05/27  07:00:00,20669275.75,0,0,3584644.615,0,7920077.219,9164553.918,1.45E-05,41651294.57,39980194.54,1671100.039
 05/27  08:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,29534752.5,27863670.55,1671081.954
 05/27  09:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,13352969.48,13280969.48,72000
 05/27  10:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,4550956.619,2879783.073,1671173.546
 05/27  11:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,1720041.179,48948.97196,1671092.207
 05/27  12:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,1671166.002,0,1671166.002
 05/27  13:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,1671054.169,0,1671054.169
 05/27  14:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,72000,0,72000
 05/27  15:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,1671013.947,0,1671013.947
 05/27  16:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,1671126.079,0,1671126.079
 05/27  17:00:00,16896934.14,0,0,1792322.307,0,5940057.914,9164553.918,1.45E-05,72000,0,72000
 05/27  18:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671071.82,0,1671071.82
 05/27  19:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671102.935,0,1671102.935
 05/27  20:00:00,16030380.22,0,0,1792322.307,8298000,5940057.914,0,1.45E-05,72000,0,72000
 05/27  21:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671109.296,0,1671109.296
 05/27  22:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671085.897,0,1671085.897
 05/27  23:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 05/27  24:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671043.763,0,1671043.763
 05/28  01:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671056.923,0,1671056.923
 05/28  02:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 05/28  03:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671054.991,0,1671054.991
 05/28  04:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1670994.941,0,1670994.941
 05/28  05:00:00,14370780.22,0,0,1792322.307,6638400,5940057.914,0,1.45E-05,72000,0,72000
 05/28  06:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1670969.924,0,1670969.924
 05/28  07:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/28  08:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671036.36,0,1671036.36
 05/28  09:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1670976.329,0,1670976.329
 05/28  10:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/28  11:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671056.232,0,1671056.232
 05/28  12:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671031.845,0,1671031.845
 05/28  13:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/28  14:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671042.971,0,1671042.971
 05/28  15:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1670991.023,0,1670991.023
 05/28  16:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/28  17:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671057.511,0,1671057.511
 05/28  18:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1670997.563,0,1670997.563
 05/28  19:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/28  20:00:00,16030380.22,0,0,1792322.307,8298000,5940057.914,0,1.45E-05,1671064.014,0,1671064.014
 05/28  21:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 05/28  22:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671044.961,0,1671044.961
 05/28  23:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1670979.23,0,1670979.23
 05/28  24:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 05/29  01:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671045.689,0,1671045.689
 05/29  02:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1670985.403,0,1670985.403
 05/29  03:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 05/29  04:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671051.611,0,1671051.611
 05/29  05:00:00,14370780.22,0,0,1792322.307,6638400,5940057.914,0,1.45E-05,1671035.645,0,1671035.645
 05/29  06:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/29  07:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1670966.017,0,1670966.017
 05/29  08:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/29  09:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671032.352,0,1671032.352
 05/29  10:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671040.215,0,1671040.215
 05/29  11:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/29  12:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671075.589,0,1671075.589
 05/29  13:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671088.759,0,1671088.759
 05/29  14:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/29  15:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671046.162,0,1671046.162
 05/29  16:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1670985.148,0,1670985.148
 05/29  17:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,72000,0,72000
 05/29  18:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1671051.358,0,1671051.358
 05/29  19:00:00,7732380.221,0,0,1792322.307,0,5940057.914,0,1.45E-05,1670991.105,0,1670991.105
 05/29  20:00:00,16030380.22,0,0,1792322.307,8298000,5940057.914,0,1.45E-05,72000,0,72000
 05/29  21:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671090.087,0,1671090.087
 05/29  22:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 05/29  23:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671031.773,0,1671031.773
 05/29  24:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1670971.439,0,1670971.439
 05/30  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/30  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671055.993,0,1671055.993
 05/30  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671012.713,0,1671012.713
 05/30  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/30  05:00:00,18143121.83,0,0,3584644.615,6638400,7920077.219,0,1.45E-05,1670988.867,0,1670988.867
 05/30  06:00:00,21189029.32,0,519753.5733,3584644.615,0,7920077.219,9164553.918,1.45E-05,1670986.068,0,1670986.068
 05/30  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,1740189.105,1668189.105,72000
 05/30  08:00:00,61455356.69,0,2208827.5,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671237.678,0,1671237.678
 05/30  09:00:00,68338020.48,0,9091491.285,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671254.266,0,1671254.266
 05/30  10:00:00,73328959.72,0,14082430.53,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671212.815,0,1671212.815
 05/30  11:00:00,76473482.36,0,17226953.17,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671225.382,0,1671225.382
 05/30  12:00:00,76030820.49,0,18764310.6,32261801.53,0,15840154.44,9164553.918,1.45E-05,1671354.615,0,1671354.615
 05/30  13:00:00,82907613.93,0,23661084.73,32261801.53,0,17820173.74,9164553.918,1.45E-05,3270483.436,0,3270483.436
 05/30  14:00:00,84585151.6,0,25338622.41,32261801.53,0,17820173.74,9164553.918,1.45E-05,72000,0,72000
 05/30  15:00:00,85000250.64,0,25753721.44,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671227.019,0,1671227.019
 05/30  16:00:00,85608121.45,0,26361592.25,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671150.477,0,1671150.477
 05/30  17:00:00,57785603.06,0,20797729.54,17923223.07,0,9900096.523,9164553.918,1.45E-05,1671137.409,0,1671137.409
 05/30  18:00:00,45371369.17,0,17532804.19,10753933.84,0,7920077.219,9164553.918,1.45E-05,1671054.236,0,1671054.236
 05/30  19:00:00,41745825.49,0,13907260.51,10753933.84,0,7920077.219,9164553.918,1.45E-05,1671063.818,0,1671063.818
 05/30  20:00:00,43047292.39,0,10495372.02,7169289.229,8298000,7920077.219,9164553.918,1.45E-05,1671075.523,0,1671075.523
 05/30  21:00:00,42475086.74,0,8263566.378,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,72000,0,72000
 05/30  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671030.474,0,1671030.474
 05/30  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670986.864,0,1670986.864
 05/30  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/31  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671071.908,0,1671071.908
 05/31  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/31  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671028.319,0,1671028.319
 05/31  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670984.618,0,1670984.618
 05/31  05:00:00,18143121.83,0,0,3584644.615,6638400,7920077.219,0,1.45E-05,72000,0,72000
 05/31  06:00:00,21350520.3,0,681244.5526,3584644.615,0,7920077.219,9164553.918,1.45E-05,1671081.709,0,1671081.709
 05/31  07:00:00,27838564.98,0,0,10753933.84,0,7920077.219,9164553.918,1.45E-05,2645653.486,974547.2493,1671106.236
 05/31  08:00:00,65298964.09,0,6052434.903,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671197.3,0,1671197.3
 05/31  09:00:00,70172409.99,0,10925880.79,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671149.233,0,1671149.233
 05/31  10:00:00,73996285.83,0,14749756.64,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671111.036,0,1671111.036
 05/31  11:00:00,76946706.99,0,17700177.8,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671175.541,0,1671175.541
 05/31  12:00:00,75919240.15,0,18652730.26,32261801.53,0,15840154.44,9164553.918,1.45E-05,1671363.561,0,1671363.561
 05/31  13:00:00,81910319.63,0,22663790.44,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671268.753,0,1671268.753
 05/31  14:00:00,83370733.41,0,24124204.22,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671190.212,0,1671190.212
 05/31  15:00:00,84165609.86,0,24919080.67,32261801.53,0,17820173.74,9164553.918,1.45E-05,1670955.51,0,1670955.51
 05/31  16:00:00,84583368.52,0,25336839.33,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671301.924,0,1671301.924
 05/31  17:00:00,56534963.11,0,19547089.6,17923223.07,0,9900096.523,9164553.918,1.45E-05,1671089.235,0,1671089.235
 05/31  18:00:00,44184871.15,0,16346306.17,10753933.84,0,7920077.219,9164553.918,1.45E-05,72000,0,72000
 05/31  19:00:00,40796368.17,0,12957803.19,10753933.84,0,7920077.219,9164553.918,1.45E-05,1671140.719,0,1671140.719
 05/31  20:00:00,40967864.52,0,10075544.16,7169289.229,6638400,7920077.219,9164553.918,1.45E-05,1671128.317,0,1671128.317
 05/31  21:00:00,42275586.11,0,8064065.746,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,1671025.388,0,1671025.388
 05/31  22:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 05/31  23:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670978.232,0,1670978.232
 05/31  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671063.168,0,1671063.168
 06/01  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 06/01  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671019.14,0,1671019.14
 06/01  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670975.068,0,1670975.068
 06/01  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 06/01  05:00:00,18143121.83,0,0,3584644.615,6638400,7920077.219,0,1.45E-05,1671092.06,0,1671092.06
 06/01  06:00:00,22494579.04,0,1825303.293,3584644.615,0,7920077.219,9164553.918,1.45E-05,72000,0,72000
 06/01  07:00:00,29015587.28,0,1177022.304,10753933.84,0,7920077.219,9164553.918,1.45E-05,1671120.677,0,1671120.677
 06/01  08:00:00,67803094.98,0,8556565.791,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671131.605,0,1671131.605
 06/01  09:00:00,72544055.64,0,13297526.44,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671268.44,0,1671268.44
 06/01  10:00:00,76404853.43,0,17158324.24,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671224.658,0,1671224.658
 06/01  11:00:00,79557330.7,0,20310801.51,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671254.837,0,1671254.837
 06/01  12:00:00,79222696.34,0,21956186.45,32261801.53,0,15840154.44,9164553.918,1.45E-05,1671399.756,0,1671399.756
